setting,seed,fold,modality,n,pearson,spearman,covariance,q_mean,q_std,q_mean_minus_one_third
original,42,2,emg,17,0.7245007693052548,0.3186274509803922,0.016257792417872938,0.16518308811525625,0.027972316659600583,-0.16815024521807706
original,42,2,table,17,-0.3476137029461041,-0.931372549019608,-0.058935592308018946,0.44050690495012873,0.11423598589474027,0.10717357161679542
original,42,3,us,17,-0.3484659299527139,-0.6838235294117648,-0.01387013449866354,0.2013487681575202,0.06170661023020977,-0.1319845651758131
original,42,3,emg,17,-0.08175047557048255,-0.25490196078431376,-0.0005893601256849395,0.11457333298451915,0.01676530483225276,-0.21876000034881415
original,42,3,table,17,-0.3832162037315985,-0.9460784313725492,-0.05522840489959109,0.3404500584706429,0.1386412470308977,0.0071167251373095985
original,42,4,us,17,-0.6300638909483516,-0.8284313725490197,-0.011204491315834876,0.18978739252266918,0.037761044949477615,-0.14354594081066413
original,42,4,emg,17,-0.22780139172245664,-0.25000000000000006,-0.005159082390998392,0.18535744170202406,0.056597027003172054,-0.14797589163130925
original,42,4,table,17,-0.48158316408946317,-0.9632352941176472,-0.0473794453178764,0.28402127365167745,0.12299436223132712,-0.04931205968165586
original,43,0,us,17,0.29763600738786417,-0.32107843137254904,0.01906243779502074,0.21123607367087882,0.04956877349048173,-0.1220972596624545
original,43,0,emg,17,-0.07655265029503566,-0.42401960784313725,-0.005048098265850269,0.15847702159138155,0.07142850533595849,-0.17485631174195176
original,43,0,table,17,-0.2717636037476298,-0.8284313725490197,-0.04598795351310299,0.31753009544397504,0.12502168825483734,-0.01580323788935828
original,43,1,us,17,-0.5543870820468659,-0.6127450980392157,-0.015962788960739285,0.17162609212048907,0.047249084767947654,-0.16170724121284424
original,43,1,emg,17,0.160922933863628,-0.10539215686274511,0.00023244314595201928,0.08970857064787083,0.011747058748542528,-0.2436247626854625
original,43,1,table,17,-0.2003083213605295,-0.5980392156862745,-0.044709596624943705,0.3705547997891796,0.13786322851767768,0.037221466455846286
original,43,2,us,17,-0.19659586783543048,-0.698529411764706,-0.01226125865600745,0.2463552702437226,0.05145729128505929,-0.0869780630896107
original,43,2,emg,17,0.640892820520554,0.13480392156862747,0.026701458521828335,0.14371829769901487,0.04223963700664946,-0.18961503563431845
original,43,2,table,17,-0.3270660288804415,-0.9607843137254902,-0.07722667776996962,0.4475416171265111,0.13359001610282878,0.11420828379317777
original,43,3,us,17,0.2615924410000243,-0.29901960784313725,0.012142129751158512,0.1666531201903238,0.051942018219329505,-0.16668021314300951
original,43,3,emg,17,-0.2805355578761852,-0.6127450980392157,-0.006241098057380034,0.17572984160273908,0.05029543685443672,-0.15760349173059424
original,43,3,table,17,-0.5275588398746389,-0.9779411764705883,-0.04092140270557602,0.31179372844993847,0.1408757155128741,-0.021539604883394847
original,43,4,us,17,0.02976006407614898,-0.6127450980392157,0.0017352165814180833,0.26086227712860754,0.056265531745918904,-0.07247105620472577
original,43,4,emg,17,0.06690997053180779,-0.30637254901960786,0.0008829883915734319,0.19623589008218556,0.022025221194651532,-0.13709744325114775
original,43,4,table,17,0.1740992641151916,-0.6299019607843138,0.03612297630570907,0.288200652154263,0.12155123600081262,-0.04513268117907032
original,44,0,us,17,-0.1696792142779908,-0.6838235294117648,-0.006660220100388946,0.20205441671673433,0.04486864142439372,-0.131278916616599
original,44,0,emg,17,0.13970522764032356,-0.29656862745098045,0.004127641214267453,0.11232079382618028,0.04152761999125812,-0.22101253950715305
original,44,0,table,17,-0.04927277052059663,-0.6764705882352942,-0.008392837560992685,0.26844407246159036,0.09412701994568229,-0.06488926087174296
