setting,modality,level,comparison,metric,estimate,ci95_low,ci95_high
original,emg,0.5,corrupted_minus_clean,f1,-0.05681818181818177,-0.1316073354908306,0.007776599505125437
original,emg,0.5,change_minus_equal_late_change,f1,0.08582085853078225,0.029271387572901025,0.15493665062659015
original,emg,0.5,corrupted_minus_clean,brier,0.0475146537632813,0.017548819263710855,0.07862512638949126
original,emg,0.5,change_minus_equal_late_change,brier,-0.029182454588089365,-0.04584529793768284,-0.013337115060593888
original,emg,0.5,corrupted_minus_clean,log_loss,0.12072348691489443,0.039916253463171215,0.203515491407978
original,emg,0.5,change_minus_equal_late_change,log_loss,-0.06141731400301481,-0.09879906967247652,-0.025723496505306902
original,emg,1.0,corrupted_minus_clean,roc_auc,-0.019401589527816676,-0.06709326788218792,0.028751753155680352
original,emg,1.0,change_minus_equal_late_change,roc_auc,-0.004908835904628206,-0.04043945769050961,0.03155680224403923
original,emg,1.0,corrupted_minus_clean,accuracy,-0.09411764705882364,-0.18823529411764706,0.0
original,emg,1.0,change_minus_equal_late_change,accuracy,0.050980392156862786,0.0,0.1098039215686274
original,emg,1.0,corrupted_minus_clean,sensitivity,-0.24193548387096775,-0.35483870967741926,-0.14516129032258052
original,emg,1.0,change_minus_equal_late_change,sensitivity,0.08602150537634401,0.021505376344086224,0.16129032258064513
original,emg,1.0,corrupted_minus_clean,specificity,0.30434782608695654,0.13043478260869557,0.47826086956521746
original,emg,1.0,change_minus_equal_late_change,specificity,-0.04347826086956519,-0.13043478260869568,0.0
original,emg,1.0,corrupted_minus_clean,balanced_accuracy,0.031206171107994396,-0.0750788920056102,0.14235624123422153
original,emg,1.0,change_minus_equal_late_change,balanced_accuracy,0.02127162225338941,-0.03588125292192623,0.06995383356708679
original,emg,1.0,corrupted_minus_clean,f1,-0.10141509433962259,-0.18800823214824625,-0.0287029569892474
original,emg,1.0,change_minus_equal_late_change,f1,0.05034163839373862,0.005993829993138214,0.10396432121325352
original,emg,1.0,corrupted_minus_clean,brier,0.06223572759284153,0.027531574917332133,0.09832738867279318
original,emg,1.0,change_minus_equal_late_change,brier,-0.0227150126930573,-0.03705509741577725,-0.00892539003085223
original,emg,1.0,corrupted_minus_clean,log_loss,0.16283378459876285,0.06696119466596477,0.2606275952854601
original,emg,1.0,change_minus_equal_late_change,log_loss,-0.04302913959723048,-0.07555588719761058,-0.010743587668128865
original,emg,2.0,corrupted_minus_clean,roc_auc,-0.014960261804581432,-0.061711079943899017,0.032263908368396335
original,emg,2.0,change_minus_equal_late_change,roc_auc,-0.007246376811593902,-0.03856942496493698,0.023842917251051813
original,emg,2.0,corrupted_minus_clean,accuracy,-0.08235294117647074,-0.17647058823529416,0.0117647058823529
original,emg,2.0,change_minus_equal_late_change,accuracy,0.08235294117647052,0.0235294117647058,0.15294117647058814
original,emg,2.0,corrupted_minus_clean,sensitivity,-0.22580645161290325,-0.33870967741935476,-0.12903225806451601
original,emg,2.0,change_minus_equal_late_change,sensitivity,0.12903225806451601,0.048387096774193616,0.22580645161290303
original,emg,2.0,corrupted_minus_clean,specificity,0.30434782608695654,0.13043478260869557,0.47826086956521746
original,emg,2.0,change_minus_equal_late_change,specificity,-0.04347826086956519,-0.13043478260869568,0.0
original,emg,2.0,corrupted_minus_clean,balanced_accuracy,0.03927068723702665,-0.06626928471248228,0.15042075736325378
original,emg,2.0,change_minus_equal_late_change,balanced_accuracy,0.04277699859747541,-0.019284712482468436,0.09677419354838723
original,emg,2.0,corrupted_minus_clean,f1,-0.08995327102803741,-0.17411810394060534,-0.017325017325017344
original,emg,2.0,change_minus_equal_late_change,f1,0.08267162504935655,0.02618687110006161,0.1517358478262973
original,emg,2.0,corrupted_minus_clean,brier,0.05963019465915152,0.02515170908859525,0.09516294591800838
original,emg,2.0,change_minus_equal_late_change,brier,-0.021960448775206018,-0.035884596624843994,-0.008765801712660727
original,emg,2.0,corrupted_minus_clean,log_loss,0.15525538847565157,0.060676786060578775,0.2524463517975895
original,emg,2.0,change_minus_equal_late_change,log_loss,-0.04309943366782526,-0.0736365211321071,-0.012603695841752393
original,table,0.0,corrupted_minus_clean,roc_auc,0.0,0.0,0.0
original,table,0.0,change_minus_equal_late_change,roc_auc,0.0,0.0,0.0
original,table,0.0,corrupted_minus_clean,accuracy,0.0,0.0,0.0
original,table,0.0,change_minus_equal_late_change,accuracy,0.0,0.0,0.0
original,table,0.0,corrupted_minus_clean,sensitivity,0.0,0.0,0.0
original,table,0.0,change_minus_equal_late_change,sensitivity,0.0,0.0,0.0
original,table,0.0,corrupted_minus_clean,specificity,0.0,0.0,0.0
original,table,0.0,change_minus_equal_late_change,specificity,0.0,0.0,0.0
original,table,0.0,corrupted_minus_clean,balanced_accuracy,0.0,0.0,0.0
original,table,0.0,change_minus_equal_late_change,balanced_accuracy,0.0,0.0,0.0
original,table,0.0,corrupted_minus_clean,f1,0.0,0.0,0.0
original,table,0.0,change_minus_equal_late_change,f1,0.0,0.0,0.0
original,table,0.0,corrupted_minus_clean,brier,0.0,0.0,0.0
original,table,0.0,change_minus_equal_late_change,brier,0.0,0.0,0.0
original,table,0.0,corrupted_minus_clean,log_loss,0.0,0.0,0.0
original,table,0.0,change_minus_equal_late_change,log_loss,0.0,0.0,0.0
original,table,0.25,corrupted_minus_clean,roc_auc,-0.0030388031790554715,-0.02314165497896226,0.016830294530154277
original,table,0.25,change_minus_equal_late_change,roc_auc,-0.006545114539504238,-0.025712949976624544,0.011459794296400212
original,table,0.25,corrupted_minus_clean,accuracy,0.0,-0.023529411764706132,0.0235294117647058
original,table,0.25,change_minus_equal_late_change,accuracy,0.02352941176470602,-0.015686274509803977,0.06274509803921602
original,table,0.25,corrupted_minus_clean,sensitivity,-0.005376344086021501,-0.03763440860215039,0.021505376344086002
original,table,0.25,change_minus_equal_late_change,sensitivity,-0.010752688172043001,-0.037634408602150504,0.010752688172043001
original,table,0.25,corrupted_minus_clean,specificity,0.01449275362318847,-0.02898550724637683,0.05797101449275366
original,table,0.25,change_minus_equal_late_change,specificity,0.11594202898550726,-0.01449275362318836,0.24637681159420294
original,table,0.25,corrupted_minus_clean,balanced_accuracy,0.004558204768583374,-0.023375409069658626,0.032491818606825484
original,table,0.25,change_minus_equal_late_change,balanced_accuracy,0.05259467040673205,-0.011570827489481017,0.12050607760635824
original,table,0.25,corrupted_minus_clean,f1,-0.0006674311059956528,-0.01892412008946308,0.015625891158185582
original,table,0.25,change_minus_equal_late_change,f1,0.011974975868487392,-0.012827093808941111,0.03682492358953123
original,table,0.25,corrupted_minus_clean,brier,0.003187623333250608,-0.0020040766245682643,0.008643774226395227
original,table,0.25,change_minus_equal_late_change,brier,0.0016866395269684448,1.2180792892177811e-05,0.0034291021709579278
original,table,0.25,corrupted_minus_clean,log_loss,0.005041407284554378,-0.010615895039449066,0.01975931340416653
original,table,0.25,change_minus_equal_late_change,log_loss,0.0033379839590265137,-0.0041702706800478976,0.00942086551415068
original,table,0.5,corrupted_minus_clean,roc_auc,-0.012622720897615514,-0.044413277232351556,0.01823281907433383
original,table,0.5,change_minus_equal_late_change,roc_auc,-0.003740065451145025,-0.023609163160355218,0.014960261804581432
original,table,0.5,corrupted_minus_clean,accuracy,0.0117647058823529,-0.027450980392156876,0.050980392156862675
original,table,0.5,change_minus_equal_late_change,accuracy,0.05490196078431375,0.007843137254902044,0.10196078431372557
original,table,0.5,corrupted_minus_clean,sensitivity,0.010752688172043001,-0.026881720430107503,0.048387096774193616
original,table,0.5,change_minus_equal_late_change,sensitivity,0.021505376344086002,-0.016129032258064502,0.06451612903225801
original,table,0.5,corrupted_minus_clean,specificity,0.01449275362318847,-0.08695652173913038,0.10144927536231896
original,table,0.5,change_minus_equal_late_change,specificity,0.1449275362318841,0.01449275362318836,0.2898550724637681
original,table,0.5,corrupted_minus_clean,balanced_accuracy,0.012622720897615736,-0.03973819541841994,0.06254382889200547
original,table,0.5,change_minus_equal_late_change,balanced_accuracy,0.08321645628798502,0.012622720897615514,0.15755025712949966
original,table,0.5,corrupted_minus_clean,f1,0.008104936402180463,-0.018544823907324395,0.03486415406773508
original,table,0.5,change_minus_equal_late_change,f1,0.033476059483227294,0.0044578871290076455,0.06474533361749824
original,table,0.5,corrupted_minus_clean,brier,0.007946217616887588,-0.0028012207655878584,0.01876145182296182
original,table,0.5,change_minus_equal_late_change,brier,0.00219898190373409,-0.0008896940020194574,0.0053204523695126625
original,table,0.5,corrupted_minus_clean,log_loss,0.01758374995556239,-0.014768302997735034,0.04631149640015788
original,table,0.5,change_minus_equal_late_change,log_loss,0.006658938341568776,-0.004847242958778357,0.01640874223690572
original,table,1.0,corrupted_minus_clean,roc_auc,-0.05259467040673205,-0.1079943899018233,0.00023959794296391878
original,table,1.0,change_minus_equal_late_change,roc_auc,-0.0053763440860212786,-0.029453015427769902,0.01846657316503042
original,table,1.0,corrupted_minus_clean,accuracy,-0.02352941176470602,-0.07843137254901955,0.027450980392156876
original,table,1.0,change_minus_equal_late_change,accuracy,0.007843137254901933,-0.03529411764705892,0.050980392156862675
original,table,1.0,corrupted_minus_clean,sensitivity,0.005376344086021501,-0.037634408602150615,0.053763440860215006
original,table,1.0,change_minus_equal_late_change,sensitivity,-0.005376344086021612,-0.043010752688172116,0.032258064516129115
original,table,1.0,corrupted_minus_clean,specificity,-0.10144927536231879,-0.2608695652173913,0.04347826086956519
original,table,1.0,change_minus_equal_late_change,specificity,0.04347826086956519,-0.08695652173913043,0.15942028985507245
original,table,1.0,corrupted_minus_clean,balanced_accuracy,-0.04803646563814867,-0.13043478260869568,0.02898550724637683
original,table,1.0,change_minus_equal_late_change,balanced_accuracy,0.019050958391771844,-0.047232935951379396,0.07971014492753625
original,table,1.0,corrupted_minus_clean,f1,-0.012895723207840604,-0.047849934190150545,0.02123128482643684
original,table,1.0,change_minus_equal_late_change,f1,0.0033866386590692965,-0.024480168818874274,0.030650194084466197
original,table,1.0,corrupted_minus_clean,brier,0.022439182614297434,0.0007793078186702902,0.04308359002945599
original,table,1.0,change_minus_equal_late_change,brier,0.003582079202293878,-0.002670569152779996,0.009825815614209147
original,table,1.0,corrupted_minus_clean,log_loss,0.05637933359448111,-0.002719080847326279,0.11003995932830878
original,table,1.0,change_minus_equal_late_change,log_loss,0.010856959607100036,-0.007417841083840573,0.027524292099633633
original,table,2.0,corrupted_minus_clean,roc_auc,-0.12342215988779781,-0.2054698457223001,-0.04300490883590468
original,table,2.0,change_minus_equal_late_change,roc_auc,0.0056100981767185365,-0.020570359981299524,0.03366058906030833
original,table,2.0,corrupted_minus_clean,accuracy,-0.043137254901960964,-0.11764705882352944,0.0352941176470587
original,table,2.0,change_minus_equal_late_change,accuracy,0.019607843137254832,-0.023529411764706024,0.06666666666666654
original,table,2.0,corrupted_minus_clean,sensitivity,0.016129032258064502,-0.053763440860215006,0.09139784946236551
original,table,2.0,change_minus_equal_late_change,sensitivity,-1.1102230246251565e-16,-0.048387096774193505,0.053763440860215006
original,table,2.0,corrupted_minus_clean,specificity,-0.20289855072463764,-0.42028985507246375,0.0
original,table,2.0,change_minus_equal_late_change,specificity,0.07246376811594207,-0.02898550724637683,0.1739130434782608
